City,Colors Reported,Shape Reported,State,Time,hour
N. Cascades Nat. Park,GREEN,LIGHT,WA,7/15/1979 23:00,00:00
Arnheim,,TRIANGLE,MI,7/16/1979 12:00,00:00
Niagara Falls,,LIGHT,NY,7/18/1979 21:00,00:00
Saginaw,,,MI,7/25/1979 15:00,00:00
Hayti,,TRIANGLE,MO,7/28/1979 22:30,00:00
Ocala,,VARIOUS,FL,7/29/1979 2:00,00:00
Boone,,CYLINDER,NC,7/30/1979 22:00,00:00
Fort Valley,,SPHERE,GA,8/1/1979 0:00,00:00
Twenty Nine Palms,,,CA,8/1/1979 0:00,00:00
North Miami Beach,,OTHER,FL,8/1/1979 19:00,00:00
Little Falls,,FIREBALL,NY,8/1/1979 21:00,00:00
Omaha,,TRIANGLE,NE,8/1/1979 22:00,00:00
Springfield,,RECTANGLE,MA,8/1/1979 22:00,00:00
Tinley Park,,LIGHT,IL,8/10/1979 21:00,00:00
New Londons,,TRIANGLE,WI,8/10/1979 21:45,00:00
Lee Vining,,DISK,CA,8/14/1979 1:30,00:00
La Habra,ORANGE GREEN,OVAL,CA,8/15/1979 0:00,00:00
Mammoth Lakes,,CIRCLE,CA,8/15/1979 1:00,00:00
Bistolville,,TRIANGLE,OH,8/15/1979 1:30,00:00
Campbellsville,,OVAL,KY,8/15/1979 17:00,00:00
West New York,,DISK,NJ,8/15/1979 18:00,00:00
Wenatchee,,TRIANGLE,WA,8/15/1979 22:00,00:00
Beach Haven Terrace,,FIREBALL,NJ,8/15/1979 22:10,00:00
Gaithersburg,,CIRCLE,MD,8/15/1979 23:00,00:00
Phoenix,,SPHERE,AZ,8/17/1979 20:30,00:00
Painesville,,TRIANGLE,OH,8/17/1979 21:37,00:00
Clay City,,SPHERE,KY,8/19/1979 22:50,00:00
Dekalb,RED,FIREBALL,IL,8/20/1979 19:00,00:00
Phoenix,,DISK,AZ,8/20/1979 21:00,00:00
Lake Wateree,,LIGHT,SC,8/22/1979 21:00,00:00
Cass City,,DISK,MI,8/25/1979 12:36,00:00
North Platte,BLUE,OTHER,NE,8/25/1979 22:00,00:00
Stone Mountain,,TRIANGLE,GA,8/25/1979 22:00,00:00
Chicago,,VARIOUS,IL,8/28/1979 2:45,00:00
Rockford,,DISK,IL,9/1/1979 0:05,00:00
Crowley,,,LA,9/1/1979 2:00,00:00
New York City,,DISK,NY,9/1/1979 19:30,00:00
Commack,,OTHER,NY,9/1/1979 20:00,00:00
Farmville,,DISK,VA,9/1/1979 20:00,00:00
Greenville,,TRIANGLE,PA,9/1/1979 20:00,00:00
Kenna,,CIRCLE,WV,9/1/1979 20:00,00:00
Spotsylvania,,OTHER,VA,9/1/1979 20:00,00:00
Carrollton,,SPHERE,MO,9/1/1979 21:30,00:00
Rockford,,FORMATION,IL,9/1/1979 22:00,00:00
Sickles,,TRIANGLE,OK,9/1/1979 22:00,00:00
Lake Conroe,,CIRCLE,TX,9/1/1979 23:59,00:00
Mount Wilson Observatory,,SPHERE,CA,9/9/1979 22:00,00:00
Honolulu,BLUE,SPHERE,IL,9/12/1979 4:00,00:00
East New York,,DISK,NJ,9/15/1979 17:00,00:00
Bryan,RED BLUE,OVAL,TX,9/15/1979 18:00,00:00
Mobile,,RECTANGLE,AL,9/17/1979 18:15,00:00
Fayetteville,,CYLINDER,NC,9/17/1979 20:10,00:00
Baltimore,,LIGHT,MD,9/19/1979 22:45,00:00
Cape Elizabeth,,LIGHT,ME,9/21/1979 1:00,00:00
Cottage Grove,,CIRCLE,MN,9/25/1979 20:30,00:00
Monsey,,DISK,NY,9/26/1979 17:00,00:00
New Brighton,,DISK,MN,9/29/1979 10:00,00:00
Haltom Ciy,,TRIANGLE,TX,9/29/1979 17:00,00:00
Sanford,,CIGAR,NC,9/30/1979 18:00,00:00
Ballentine,,OVAL,SC,9/30/1979 19:00,00:00
Joliet,,EGG,IL,9/30/1979 21:03,00:00
Lomita,,DISK,CA,10/1/1979 16:00,00:00
Columbia,,RECTANGLE,MD,10/1/1979 19:00,00:00
Buffalo,,LIGHT,NY,10/1/1979 21:00,00:00
Olympia,,DISK,WA,10/1/1979 21:00,00:00
Pittsburgh,,DISK,PA,10/1/1979 21:00,00:00
Cranbury,,LIGHT,NJ,10/1/1979 23:00,00:00
Poughkeepsie,ORANGE,CHEVRON,NY,10/10/1979 0:00,00:00
San Diego,,OVAL,CA,10/10/1979 22:00,00:00
Security,,,CO,10/10/1979 22:00,00:00
Barnegat,,RECTANGLE,NJ,10/12/1979 0:45,00:00
Ellwood City,,,PA,10/15/1979 16:30,00:00
Bemidji,,,MN,10/15/1979 19:35,00:00
Gig Harbor,,CIRCLE,WA,10/15/1979 21:00,00:00
Arcadia,,DISK,LA,10/24/1979 17:00,00:00
Wausau,,FORMATION,WI,11/1/1979 13:30,00:00
Meriden,,LIGHT,CT,11/1/1979 16:30,00:00
Haltom City,,TRIANGLE,TX,11/1/1979 21:00,00:00
Emerson,BLUE,RECTANGLE,NJ,11/10/1979 1:00,00:00
Ypsilanti,,OTHER,MI,11/10/1979 21:00,00:00
Wickenburg,,,AZ,11/11/1979 19:30,00:00
Wickenburg,GREEN,LIGHT,AZ,11/11/1979 19:30,00:00
Fort Lauderdale,,CIGAR,FL,11/12/1979 22:00,00:00
Hatcreek Campground,,RECTANGLE,CA,11/14/1979 22:00,00:00
Honolulu,BLUE,SPHERE,HI,11/15/1979 4:00,00:00
Austin,,TRIANGLE,TX,11/15/1979 21:00,00:00
Wassaic,,CIRCLE,NY,11/15/1979 22:30,00:00
Detroit,,LIGHT,MI,11/20/1979 7:10,00:00
Clarksburg,,DISK,WV,11/22/1979 23:00,00:00
Ft. Jackson,,,SC,11/30/1979 1:00,00:00
Water Valley,,CIGAR,MS,12/1/1979 1:00,00:00
Arkansas,,FIREBALL,AR,12/5/1979 22:00,00:00
Albuquerque,,CIRCLE,NM,12/8/1979 20:30,00:00
Morris,,LIGHT,IL,12/15/1979 19:00,00:00
Houlton,,TRIANGLE,ME,12/20/1979 22:00,00:00
Waterloo,,,IA,12/29/1979 2:00,00:00
Kansas City,BLUE,CIRCLE,MO,12/31/1979 22:35,00:00
Spartanburg,,CIRCLE,SC,12/31/1979 23:00,00:00
Indianapolis,GREEN,LIGHT,IN,1/1/1980 1:00,00:00
Omaha,,OTHER,NE,1/1/1980 2:00,00:00
Chicopee,,DIAMOND,MA,1/1/1980 23:30,00:00
Oklahoma City,,OTHER,OK,1/7/1980 13:00,00:00
Exeter,ORANGE YELLOW,DISK,NH,1/10/1980 0:00,00:00
Wichita,RED,CIGAR,KS,1/11/1980 23:00,00:00
Orinda,,SPHERE,CA,1/12/1980 23:00,00:00
Albany,,DISK,IL,1/15/1980 22:00,00:00
Pittsburgh,,OVAL,PA,1/15/1980 22:00,00:00
Los Angeles,,DIAMOND,CA,1/21/1980 14:30,00:00
Murphy,,SPHERE,CA,1/22/1980 2:00,00:00
Virginia Beach,,CYLINDER,VA,1/23/1980 22:30,00:00
Georgetown,,TRIANGLE,DE,2/2/1980 20:30,00:00
Hollister,,EGG,CA,2/15/1980 22:00,00:00
Canton,,LIGHT,NY,2/17/1980 19:10,00:00
Bend,,OVAL,OR,2/18/1980 18:30,00:00
Oxford,,CIGAR,CT,3/1/1980 0:30,00:00
Bisbee,,OTHER,AZ,3/1/1980 18:00,00:00
San Francisco,BLUE,LIGHT,CA,3/1/1980 18:30,00:00
Patterson,,DISK,NJ,3/1/1980 21:00,00:00
Homestead,,CIRCLE,FL,3/14/1980 20:00,00:00
Wayland,YELLOW,LIGHT,MA,3/15/1980 1:00,00:00
Concord,GREEN,OTHER,NH,3/15/1980 2:00,00:00
Manassas,,DISK,VA,3/15/1980 16:30,00:00
Morning Sun,,DISK,IA,3/20/1980 0:00,00:00
Not Sure,,OTHER,NH,3/20/1980 2:00,00:00
Paterson,,DISK,NJ,3/20/1980 20:00,00:00
Westminster,RED,DISK,CO,3/24/1980 14:00,00:00
Canoga Park,,DISK,CA,3/31/1980 19:15,00:00
Costa Mesa,,VARIOUS,CA,4/1/1980 16:00,00:00
Seattle,,TRIANGLE,WA,4/5/1980 0:00,00:00
Alameda,,FIREBALL,CA,4/10/1980 19:50,00:00
Middletown,RED,SPHERE,OH,4/18/1980 23:59,00:00
Dayton,,CIGAR,OH,4/20/1980 14:00,00:00
Pittsburg,,OVAL,CA,5/1/1980 0:00,00:00
Seattle,,DISK,WA,5/1/1980 7:00,00:00
Salt Lake City,,CYLINDER,UT,5/1/1980 12:00,00:00
Los Angeles,,LIGHT,CA,5/5/1980 4:00,00:00
Livermore,,DISK,CA,5/5/1980 18:00,00:00
Gladstone,,LIGHT,MI,5/10/1980 10:30,00:00
Gladstone,,LIGHT,MI,5/10/1980 10:30,00:00
Milford,,OTHER,CT,5/10/1980 13:00,00:00
Wilton,GREEN,LIGHT,CA,5/10/1980 20:00,00:00
Raytown,,DISK,MO,5/12/1980 20:30,00:00
Greenfield,,LIGHT,IN,5/12/1980 21:00,00:00
Hat Creek,,RECTANGLE,CA,5/15/1980 1:00,00:00
Eureka,,CIGAR,CA,5/15/1980 16:00,00:00
Yonkers,,TRIANGLE,NY,5/15/1980 17:40,00:00
Oklahoma City,,VARIOUS,OK,5/15/1980 20:00,00:00
Oklahoma City,,VARIOUS,OK,5/15/1980 20:00,00:00
St. Cloud,,OTHER,MN,5/15/1980 22:00,00:00
Salt Lake City,,SPHERE,UT,5/20/1980 12:30,00:00
Denver,RED,OVAL,CA,5/20/1980 13:00,00:00
Little Rock,,,AR,5/22/1980 2:00,00:00
Dekalb,,CIRCLE,IL,5/25/1980 23:00,00:00
Alma,,,KS,6/1/1980 0:00,00:00
Overton,,OTHER,TX,6/1/1980 0:00,00:00
Rochester,,OTHER,WA,6/1/1980 0:00,00:00
Parkersburg,,CIRCLE,WV,6/1/1980 5:00,00:00
Oldtown,,SPHERE,ME,6/1/1980 9:00,00:00
Victorville,,LIGHT,CA,6/1/1980 11:00,00:00
Baadon,,VARIOUS,MI,6/1/1980 12:00,00:00
Temple Terrace,,DISK,FL,6/1/1980 13:00,00:00
Evansville,,CIRCLE,IN,6/1/1980 14:00,00:00
Montgomery,,DISK,AL,6/1/1980 16:00,00:00
Ethell,,OTHER,WA,6/1/1980 17:00,00:00
Andover,,DISK,MN,6/1/1980 18:00,00:00
Homedale,,FIREBALL,ID,6/1/1980 18:00,00:00
Auxvasse,,DISK,MO,6/1/1980 19:00,00:00
Hamburg,,SPHERE,NY,6/1/1980 19:00,00:00
Bethel,,OTHER,CT,6/1/1980 20:00,00:00
Greeneville,,TRIANGLE,TN,6/1/1980 20:00,00:00
Ladue,,TRIANGLE,MO,6/1/1980 20:00,00:00
Oroville,,SPHERE,CA,6/1/1980 20:00,00:00
Port Wentworth,,CIGAR,GA,6/1/1980 20:30,00:00
Birmingham,,TRIANGLE,AL,6/1/1980 21:00,00:00
Gray,,OTHER,GA,6/1/1980 21:00,00:00
Newport,,,AR,6/1/1980 21:00,00:00
Houston,,OTHER,TX,6/1/1980 21:30,00:00
Marlow Heights,,LIGHT,MD,6/1/1980 22:00,00:00
Morganton,,LIGHT,NC,6/1/1980 22:00,00:00
Willard,,,OH,6/1/1980 22:00,00:00
Algonquin,,DISK,IL,6/1/1980 23:00,00:00
Warminster,,DISK,PA,6/1/1980 23:00,00:00
Lake Forest,,TRIANGLE,IL,6/3/1980 15:00,00:00
Darien,,,IL,6/5/1980 1:00,00:00
Tucson,,DIAMOND,AZ,6/8/1980 16:00,00:00
Seattle,,DISK,WA,6/10/1980 5:30,00:00
Seiling,,CIRCLE,OK,6/10/1980 21:00,00:00
Middle Valley,YELLOW,TRIANGLE,TN,6/12/1980 1:00,00:00
Barnsdall,,OTHER,OK,6/15/1980 0:00,00:00
Yacolt,,DISK,WA,6/15/1980 10:00,00:00
Wapello,,CIRCLE,IA,6/15/1980 10:30,00:00
Mentor,,DISK,OH,6/15/1980 18:00,00:00
Columbia,,LIGHT,MO,6/15/1980 20:00,00:00
Point Mugu,,LIGHT,CA,6/15/1980 21:00,00:00
Sterling,,DISK,VA,6/15/1980 21:00,00:00
Nashville,,TRIANGLE,TN,6/15/1980 21:42,00:00
San Francisco,,DISK,CA,6/15/1980 21:45,00:00
El Paso,,LIGHT,TX,6/15/1980 22:00,00:00
Waterford,,OTHER,MI,6/15/1980 23:00,00:00
Bridgeton,,CIRCLE,NJ,6/20/1980 20:00,00:00
Philadelphia,,SPHERE,PA,6/23/1980 20:00,00:00
Mount Weather,,,VA,6/24/1980 14:00,00:00
Cave Junction,,,OR,6/25/1980 10:00,00:00
Parma,,,ID,6/26/1980 19:00,00:00
Clinton,,RECTANGLE,MO,6/30/1980 0:00,00:00
Phoenix,,,AZ,6/30/1980 0:00,00:00
North Lauderdale,,OTHER,FL,6/30/1980 4:00,00:00
Hollister,,DISK,CA,6/30/1980 9:00,00:00
South Lake Tahoe,,LIGHT,CA,6/30/1980 19:00,00:00
Tampa,,CIRCLE,FL,6/30/1980 21:30,00:00
Athens,,LIGHT,TX,6/30/1980 22:00,00:00
Grand Rivers,BLUE,FLASH,KY,6/30/1980 23:00,00:00
Del Mar,BLUE,,CA,7/1/1980 0:00,00:00
Parm,RED,SPHERE,OH,7/1/1980 0:00,00:00
Caldwell,,TRIANGLE,WI,7/1/1980 1:00,00:00
Tracy,,TRIANGLE,CA,7/1/1980 2:00,00:00
Black Earth,ORANGE,OVAL,WI,7/1/1980 21:00,00:00
Plainfield,,CIRCLE,CT,7/1/1980 21:30,00:00
Rapid City,GREEN,TRIANGLE,MI,7/4/1980 21:00,00:00
St. Paul,,OVAL,MN,7/4/1980 22:00,00:00
Forest Park,,DISK,GA,7/6/1980 21:00,00:00
Hudson,,,MA,7/7/1980 8:30,00:00
Louisville,,CIGAR,KY,7/8/1980 2:00,00:00
Louisville,,CIGAR,KY,7/8/1980 4:00,00:00
Town of Preble,,LIGHT,NY,7/10/1980 15:00,00:00
Norwalk,,OVAL,CT,7/10/1980 21:00,00:00
Knife River,,,MN,7/10/1980 22:00,00:00
Ridgefield,,SPHERE,WA,7/10/1980 23:00,00:00
San Andreas,,,CA,7/11/1980 11:00,00:00
Hardwick,,CYLINDER,VT,7/13/1980 0:00,00:00
Hamburg,,TRIANGLE,NY,7/14/1980 23:00,00:00
Moline,,DISK,IL,7/15/1980 2:00,00:00
Miami,,TRIANGLE,FL,7/15/1980 6:00,00:00
Buffalo,,OVAL,NY,7/15/1980 8:30,00:00
Conroe,,LIGHT,TX,7/15/1980 21:00,00:00
Valencia,,DISK,CA,7/15/1980 21:00,00:00
Fort Mill,RED,LIGHT,SC,7/15/1980 22:00,00:00
Omaha,,OVAL,NE,7/15/1980 22:00,00:00
Salt Lake City,,LIGHT,UT,7/15/1980 23:00,00:00
Fleetville,,DISK,PA,7/16/1980 10:00,00:00
Seattle,,CYLINDER,WA,7/16/1980 13:40,00:00
North Platte,,FORMATION,NE,7/17/1980 22:10,00:00
Benton Harbor,,CIGAR,MI,7/20/1980 1:00,00:00
no data,,TRIANGLE,FL,7/20/1980 13:00,00:00
Cleveland,RED YELLOW,OVAL,OH,7/20/1980 21:00,00:00
Exeter,,CIGAR,CA,7/21/1980 14:00,00:00
Exeter,,CIGAR,CA,7/21/1980 22:00,00:00
Pecos,,TRIANGLE,NM,7/22/1980 23:00,00:00
Gresham,,SPHERE,OR,7/29/1980 23:15,00:00
Henrietta,,OTHER,NY,7/30/1980 20:30,00:00
Clinton,,OVAL,ME,7/30/1980 22:00,00:00
San Antonio,,DISK,TX,8/1/1980 8:00,00:00
Kendall,,CIGAR,FL,8/1/1980 20:00,00:00
Barrington,,TRIANGLE,IL,8/1/1980 23:00,00:00
Bremham,,CHEVRON,TX,8/1/1980 23:30,00:00
Maricopa,,OTHER,AZ,8/5/1980 21:00,00:00
Glennallen,,RECTANGLE,AK,8/5/1980 23:15,00:00
Tillamook,,RECTANGLE,OR,8/7/1980 1:00,00:00
Tullahoma,,LIGHT,TN,8/8/1980 20:00,00:00
Taunton,,DISK,MA,8/12/1980 17:45,00:00
Honolulu,,RECTANGLE,HI,8/12/1980 19:00,00:00
Bandon,,DISK,OR,8/12/1980 22:00,00:00
Arthur,,LIGHT,NE,8/15/1980 17:30,00:00
Bend,,,OR,8/15/1980 20:00,00:00
Bricktown,,FORMATION,NJ,8/15/1980 20:00,00:00
Apollo,,SPHERE,PA,8/15/1980 20:30,00:00
Glenndale,,CIRCLE,MD,8/15/1980 23:00,00:00
Detroit,,DISK,MI,8/15/1980 23:30,00:00
Pine Springs,,LIGHT,TX,8/16/1980 23:30,00:00
Clarksfield,,CIGAR,OH,8/18/1980 21:30,00:00
Edwards,,CHEVRON,NY,8/20/1980 1:00,00:00
Gifford Pinchot National Forrest,,DISK,WA,8/20/1980 21:00,00:00
Kent,,TEARDROP,WA,8/22/1980 18:00,00:00
Rush City,,,MN,8/30/1980 16:00,00:00
Maquoketa,,,IA,8/30/1980 20:00,00:00
Concordia,,SPHERE,MO,9/1/1980 17:00,00:00
Hansville,,DISK,WA,9/1/1980 20:15,00:00
Kansas City,,SPHERE,MO,9/3/1980 21:25,00:00
Orlando,,RECTANGLE,FL,9/4/1980 17:30,00:00
Morgan Hill,,DISK,CA,9/5/1980 17:00,00:00
Brewerton,,VARIOUS,NY,9/8/1980 6:00,00:00
Brick,,VARIOUS,NJ,9/9/1980 20:30,00:00
Atlantic Ocean,RED,LIGHT,NC,9/12/1980 21:00,00:00
Maynardville,,LIGHT,TN,9/15/1980 0:30,00:00
Royal Oak,RED,DISK,MI,9/15/1980 1:30,00:00
Fort Wayne,,CYLINDER,IN,9/15/1980 21:00,00:00
Southwest Harbor,,LIGHT,ME,9/15/1980 21:00,00:00
Black Creek Community,ORANGE,OVAL,GA,9/15/1980 22:00,00:00
Dam B Lake,,LIGHT,TX,9/15/1980 22:00,00:00
Elko,,LIGHT,NV,9/15/1980 22:00,00:00
Tekamah,,,NE,9/15/1980 22:00,00:00
Bridgeport,,TRIANGLE,CT,9/15/1980 23:00,00:00
Clinton Township,,OVAL,MI,9/16/1980 23:00,00:00
Louisville,,CIRCLE,KY,9/20/1980 20:30,00:00
Samsonville,,DISK,NY,9/20/1980 22:00,00:00
Savannah,,TRIANGLE,GA,9/24/1980 23:59,00:00
St. Paul,,LIGHT,MN,9/27/1980 21:00,00:00
Fremont,,OTHER,CA,10/1/1980 1:30,00:00
Mountainboro,,FIREBALL,AL,10/1/1980 20:00,00:00
Shirleysburg,,FORMATION,PA,10/1/1980 21:00,00:00
Jersey City,,CIGAR,NJ,10/1/1980 22:00,00:00
Homer,,DISK,LA,10/1/1980 23:00,00:00
Irvine,,SPHERE,CA,10/2/1980 21:30,00:00
Richardson,,DIAMOND,TX,10/3/1980 18:00,00:00
Allenspark,,LIGHT,CO,10/5/1980 21:00,00:00
Wind Lake,,DISK,WI,10/9/1980 6:45,00:00
Houston,,SPHERE,TX,10/10/1980 19:00,00:00
Dallas,,,TX,10/10/1980 22:00,00:00
Manchester,RED,LIGHT,NH,10/10/1980 23:30,00:00
Boonville,ORANGE,SPHERE,CA,10/15/1980 0:00,00:00
Columbus,,FIREBALL,OH,10/15/1980 2:30,00:00
Guntersville,,TRIANGLE,AL,10/15/1980 3:00,00:00
Sandy,,SPHERE,UT,10/15/1980 14:00,00:00
Avon,,DISK,CT,10/15/1980 19:00,00:00
Denham Springs,,RECTANGLE,LA,10/15/1980 19:00,00:00
National Forest,GREEN,CYLINDER,CO,10/15/1980 19:00,00:00
Boonville,,SPHERE,CA,10/15/1980 20:00,00:00
Jonesport,,OVAL,ME,10/15/1980 23:00,00:00
Bald Knob,,TRIANGLE,AR,10/19/1980 1:00,00:00
Corpus Christi,,DISK,TX,10/20/1980 18:00,00:00
Dallas,RED,TRIANGLE,TX,10/20/1980 19:00,00:00
Detroit,,RECTANGLE,MI,10/29/1980 20:00,00:00
Virginia Beach,,OTHER,VA,10/31/1980 5:25,00:00
Rochester,,OVAL,IN,11/1/1980 0:00,00:00
Garland,,LIGHT,TX,11/5/1980 22:00,00:00
Lansing,,RECTANGLE,MI,11/10/1980 20:00,00:00
Lampasas,,LIGHT,TX,11/15/1980 22:00,00:00
Clarksburg,,OVAL,WV,11/21/1980 0:00,00:00
Alloy,,DISK,WV,11/22/1980 11:00,00:00
Roswell,,,NM,12/1/1980 0:01,00:00
Franklin,,RECTANGLE,TN,12/1/1980 21:00,00:00
Newport News,,DISK,VA,12/1/1980 21:00,00:00
Winfield,,LIGHT,KS,12/1/1980 22:00,00:00
Artesia,,DISK,CA,12/8/1980 19:30,00:00
Santa Monica,,DISK,CA,12/9/1980 0:00,00:00
Newport News,,OTHER,VA,12/10/1980 0:00,00:00
Weyerhaeuser,,DISK,WI,12/10/1980 21:00,00:00
Bellingham,,FIREBALL,WA,12/12/1980 20:40,00:00
Decatur,,,IL,12/20/1980 19:00,00:00
Hanover,,LIGHT,MD,12/27/1980 11:00,00:00
Savannah,,SPHERE,GA,12/28/1980 19:00,00:00
Chicopee,GREEN,DIAMOND,MA,12/30/1980 23:30,00:00
El Cajon,,SPHERE,CA,1/1/1981 0:01,00:00
El Reno,,DISK,OK,1/1/1981 1:00,00:00
Glendora,,,CA,1/10/1981 20:30,00:00
West Jefferson,,TRIANGLE,OH,1/12/1981 22:00,00:00
Davenport,,CIGAR,IA,1/15/1981 1:15,00:00
Colorado Springs,,TRIANGLE,CO,1/15/1981 10:00,00:00
Long Beach,RED,TRIANGLE,CA,1/15/1981 20:00,00:00
Oroville,,DIAMOND,CA,1/17/1981 21:00,00:00
Wilmont,RED,LIGHT,MN,1/19/1981 21:30,00:00
Chula Vista,,OTHER,CA,1/21/1981 17:00,00:00
Flagstaff,,CIGAR,AZ,2/12/1981 12:23,00:00
Flint,,,MI,2/20/1981 14:00,00:00
Cameron,,LIGHT,NC,2/23/1981 21:00,00:00
Azusa,,LIGHT,CA,2/27/1981 10:00,00:00
McKinleyville,,OTHER,CA,3/1/1981 17:45,00:00
Campbell,,CIGAR,CA,3/1/1981 22:00,00:00
Needles,,DISK,CA,3/15/1981 0:00,00:00
Pompano Beach,,TRIANGLE,FL,3/25/1981 19:30,00:00
Sarasota,,CYLINDER,FL,3/25/1981 20:00,00:00
Arenzville,,OTHER,IL,4/1/1981 21:00,00:00
Tomberlin,,VARIOUS,AR,4/12/1981 3:00,00:00
Milwaukie,GREEN BLUE,DISK,OR,4/14/1981 0:00,00:00
Mohave Desert,,OTHER,CA,4/14/1981 17:00,00:00
Burbank,,SPHERE,CA,4/15/1981 15:00,00:00
Long Beach,,FORMATION,CA,4/18/1981 17:00,00:00
Citrus Heights,,CIRCLE,CA,4/22/1981 15:00,00:00
Rochester,RED GREEN BLUE,,NH,4/23/1981 21:20,00:00
Bridgewater,,TRIANGLE,MA,4/25/1981 20:00,00:00
Petaluma,RED ORANGE,RECTANGLE,CA,4/28/1981 23:30,00:00
no data,,DIAMOND,LA,4/30/1981 23:00,00:00
Boulder,,FIREBALL,CO,5/1/1981 18:30,00:00
San Diego,,TRIANGLE,CA,5/1/1981 20:00,00:00
Scottsdale,ORANGE,FIREBALL,AZ,5/9/1981 0:00,00:00
Wayne,,OVAL,NJ,5/10/1981 21:00,00:00
Twenty Nine Palms,,LIGHT,CA,5/15/1981 2:00,00:00
Grass Valley,,CIGAR,CA,5/15/1981 16:00,00:00
Durham,,SPHERE,NC,5/20/1981 22:00,00:00
Humboldt,,DISK,TN,5/20/1981 23:00,00:00
Sierra Vista,,CHEVRON,AZ,5/25/1981 20:30,00:00
Camden,,DISK,AR,6/1/1981 0:00,00:00
The Dalles,,FIREBALL,OR,6/1/1981 17:00,00:00
Lake Morena,,CIGAR,CA,6/1/1981 19:00,00:00
South Saint Paul,,CHEVRON,MN,6/1/1981 19:00,00:00
Detroit,,CIRCLE,MI,6/1/1981 20:00,00:00
Kittanning,,DISK,PA,6/1/1981 20:00,00:00
Mesa,,OTHER,AZ,6/1/1981 20:00,00:00
New Bedford,,DISK,MA,6/1/1981 20:00,00:00
Portland,,TRIANGLE,OR,6/1/1981 21:00,00:00
South St. Paul,,CHEVRON,MN,6/1/1981 22:00,00:00
Reno,,LIGHT,NV,6/1/1981 22:30,00:00
Wedgefield,,DISK,SC,6/5/1981 10:00,00:00
Myrtle Beach,,LIGHT,SC,6/5/1981 21:00,00:00
Columbus,,OTHER,NE,6/6/1981 23:59,00:00
Vandergrift,,DISK,PA,6/8/1981 20:00,00:00
Camp Pendelton,,,CA,6/10/1981 14:00,00:00
Fremont,,DIAMOND,CA,6/10/1981 22:00,00:00
Hollywood,,OVAL,FL,6/10/1981 23:00,00:00
Providence,,DIAMOND,RI,6/11/1981 18:00,00:00
North Bend,,OVAL,OR,6/13/1981 19:30,00:00
Kulpmount,,TRIANGLE,PA,6/13/1981 22:00,00:00
none,,CIRCLE,NV,6/15/1981 0:00,00:00
Point Barrow,,CYLINDER,AK,6/15/1981 0:00,00:00
Morrow,RED,LIGHT,OH,6/15/1981 0:30,00:00
Huntsville,,,OH,6/15/1981 1:00,00:00
Baldwin,,CIRCLE,WI,6/15/1981 16:00,00:00
Crawford,,FIREBALL,CO,6/15/1981 20:00,00:00
Wellston,,TRIANGLE,OH,6/15/1981 20:00,00:00
Red Bluff,,,CA,6/15/1981 21:00,00:00
Aberdeen,,CYLINDER,WA,6/15/1981 22:00,00:00
Hendersonville,,,TN,6/15/1981 22:00,00:00
Las Vegas,,,NV,6/15/1981 22:30,00:00
Seattle,,RECTANGLE,WA,6/15/1981 22:30,00:00
Elizaville,,OTHER,KY,6/15/1981 23:30,00:00
Kenner,,CIRCLE,LA,6/17/1981 13:00,00:00
Mondel,,,NM,6/18/1981 3:00,00:00
Whitney,,FORMATION,TX,6/20/1981 2:30,00:00
Olympia,ORANGE,SPHERE,WA,6/20/1981 23:00,00:00
Huntsville,RED,CIRCLE,AL,6/30/1981 0:00,00:00
Webster,,OTHER,MA,6/30/1981 0:00,00:00
Manchester,,SPHERE,CT,6/30/1981 12:00,00:00
Whitney,,FORMATION,TX,6/30/1981 15:30,00:00
Raynham,,DISK,MA,6/30/1981 17:00,00:00
Sharon Springs,,CIRCLE,NY,6/30/1981 19:00,00:00
Grand Rivers,,,KY,6/30/1981 21:00,00:00
Lebanon,,TRIANGLE,MO,6/30/1981 21:00,00:00
Paragon,,SPHERE,IN,6/30/1981 21:00,00:00
Watsonville,,,CA,7/1/1981 21:30,00:00
Indian Springs,,LIGHT,NV,7/1/1981 22:00,00:00
Dillonvale,,LIGHT,OH,7/3/1981 22:30,00:00
Brighton,,LIGHT,IL,7/5/1981 1:00,00:00
Ellwood city,,SPHERE,PA,7/6/1981 13:30,00:00
Edwards AFB,,DIAMOND,CA,7/7/1981 21:30,00:00
Christiansburg,,LIGHT,VA,7/8/1981 20:00,00:00
Lisbon Falls,BLUE,FIREBALL,ME,7/8/1981 20:00,00:00
Cape Cod,,LIGHT,MA,7/10/1981 22:00,00:00
Connorsville,,LIGHT,WI,7/10/1981 23:30,00:00
Tabernacle,,RECTANGLE,NJ,7/11/1981 21:45,00:00
Stony Brook University,,DISK,NY,7/15/1981 2:30,00:00
Fayetteville,,OTHER,AR,7/15/1981 19:00,00:00
Mayfield,,CIGAR,NY,7/18/1981 22:00,00:00
Berkeley,,DIAMOND,MO,7/22/1981 13:00,00:00
Foresthill,,CIGAR,CA,7/28/1981 23:59,00:00
Vinton,,TRIANGLE,IA,7/29/1981 18:00,00:00
Hobbs,,CONE,NM,7/30/1981 19:30,00:00
Carnation,,DISK,WA,7/30/1981 23:00,00:00
Coloma,YELLOW,SPHERE,CA,8/1/1981 2:00,00:00
Austin,,FORMATION,TX,8/1/1981 3:00,00:00
Carnes,,TRIANGLE,MS,8/1/1981 20:00,00:00
